game_pk,game_date_utc,team_side,team_id,team_name,team_abbrev,opponent_team_id,opponent_team_name,opponent_team_abbrev,probable_pitcher_id,probable_pitcher_name,games_played,wins,losses,win_pct,runs_scored_avg,runs_allowed_avg,run_diff_avg,recent_games,recent_win_pct,recent_runs_scored_avg,recent_runs_allowed_avg,recent_run_diff_avg,streak,home_win_pct,away_win_pct,home_runs_scored_avg,home_runs_allowed_avg,away_runs_scored_avg,away_runs_allowed_avg,one_run_win_pct,recent3_win_pct,recent5_win_pct,recent3_runs_scored_avg,recent3_runs_allowed_avg,recent5_runs_scored_avg,recent5_runs_allowed_avg,pythag_win_pct,carryover_weight,rest_days,played_yesterday,games_last_7_days,travel_distance_km,last_game_was_home,last_game_margin,last_game_runs_scored,last_game_runs_allowed,last_game_won,standings_wins,standings_losses,standings_games_played,standings_win_pct,standings_run_diff,standings_pythag_win_pct,standings_carryover_weight,standings_league_id,standings_division_id,standings_league_rank,standings_league_games_back,standings_division_rank,standings_division_games_back,boxscore_recent_games,boxscore_carryover_weight,boxscore_batting_runs_avg,boxscore_batting_hits_avg,boxscore_batting_walks_avg,boxscore_batting_strikeouts_avg,boxscore_batting_home_runs_avg,boxscore_batting_doubles_avg,boxscore_batting_triples_avg,boxscore_batting_stolen_bases_avg,boxscore_batting_left_on_base_avg,boxscore_batting_at_bats_avg,boxscore_batting_obp_proxy_avg,boxscore_batting_slg_proxy_avg,boxscore_pitching_runs_allowed_avg,boxscore_pitching_hits_allowed_avg,boxscore_pitching_walks_allowed_avg,boxscore_pitching_strikeouts_avg,boxscore_pitching_home_runs_allowed_avg,boxscore_fielding_errors_avg,bullpen_recent_games,bullpen_games_with_relief,bullpen_relievers_used,bullpen_innings_pitched,bullpen_era,bullpen_whip,bullpen_k_per_9,bullpen_pitches,bullpen_avg_relievers_per_game,bullpen_carryover_weight,pitcher_recent_appearances,pitcher_recent_innings_pitched,pitcher_recent_era,pitcher_recent_whip,pitcher_recent_k_per_9,pitcher_recent_bb_per_9,pitcher_recent_hr_per_9,pitcher_recent_strikeouts,pitcher_recent_walks,pitcher_recent_hits_allowed,pitcher_recent_pitches,pitcher_recent_batters_faced,pitcher_season_appearances,pitcher_season_innings_pitched,pitcher_season_era,pitcher_season_whip,pitcher_season_k_per_9,pitcher_season_bb_per_9,pitcher_season_hr_per_9,pitcher_days_since_last_appearance,pitcher_last_appearance_innings_pitched,pitcher_last_appearance_earned_runs,pitcher_last_appearance_hits,pitcher_last_appearance_walks,pitcher_last_appearance_strikeouts,pitcher_last_appearance_pitches,pitcher_profile_age,pitcher_profile_height_inches,pitcher_profile_weight_lbs,pitcher_profile_throws_right,pitcher_profile_throws_left,pitcher_profile_bats_right,pitcher_profile_bats_left
777626,2025-06-06T23:10:00+00:00,home,116,Detroit Tigers,DET,112,Chicago Cubs,CHC,669373,Tarik Skubal,53.03,27.09,25.94,0.1672,4.4086,5.7008,-1.2922,6.725,0.231,4.2165,5.4605,-1.244,-2,0.5309,0.1672,4.0864,4.037,4.4475,5.6775,0.1775,0.105,0.189,4.0275,5.9225,4.3425,5.5865,0.5196,0.315,68,0,0,,0,-3,5,8,0,27.09,25.94,53.03,0.5108,8.6,0.5196,0.315,103,202,7,4.2475,3,3.7487,6.725,0.315,4.2165,8.8175,4.9225,11.7125,1.2795,1.126,0.79,0.748,20.228,35.2085,0.3396,0.4292,5.4605,7.2795,1.8465,8.021,2.37,0.105,3.575,3.575,12.355,16.0117,4.789,0.8666,8.9541,250.9,3.4559,0.315,6,42.6667,2.1094,0.6562,12.0234,0.4219,0.4219,57.0,2.0,26.0,563.0,154.0,13,83.3333,2.16,0.816,11.34,0.756,0.648,0,7.6667,1.0,8.0,0.0,6.0,94.0,29,75.0,240.0,0,1,1,0
777626,2025-06-06T23:10:00+00:00,away,112,Chicago Cubs,CHC,116,Detroit Tigers,DET,676962,Ben Brown,49.36,24.24,25.12,0.3235,3.9721,5.4763,-1.5042,8.2,0.3293,3.8947,5.3093,-1.4147,-1,0.1521,0.4948,2.5427,4.5541,5.4015,6.3985,0.451,0.4267,0.348,3.7333,5.08,3.82,5.216,0.5226,0.28,68,0,0,,0,-7,1,8,0,24.24,25.12,49.36,0.4911,9.76,0.5226,0.28,104,205,10,7.2,3,3.93,8.2,0.28,3.8947,7.1253,4.2293,8.5893,0.4787,1.72,0.056,1.304,16.0187,33.9067,0.2836,0.2922,5.3093,8.9747,4.0613,7.3293,1.416,0.3973,5.4,5.4,18.48,22.52,4.2682,1.5115,9.6075,413.4,3.4222,0.28,6,32.3333,5.8454,1.2062,11.9691,1.6701,1.1134,43.0,6.0,33.0,512.0,135.0,13,63.6667,5.3717,1.4293,11.0262,2.8272,0.9895,0,7.0,2.0,7.0,1.0,7.0,92.0,26,78.0,210.0,1,0,1,0
777622,2025-06-06T23:10:00+00:00,home,114,Cleveland Guardians,CLE,117,Houston Astros,HOU,671106,Logan Allen,54.5325,31.59,22.9425,0.8575,6.1347,3.9525,2.1822,5.9875,0.8448,5.803,3.6232,2.1798,1,0.625,0.8399,4.675,3.9875,6.0435,3.9097,0.5778,0.7783,0.8005,5.7808,3.8892,5.803,3.601,0.5701,0.3325,70,0,0,,0,3,7,4,1,31.59,22.9425,54.5325,0.5793,31.9275,0.5701,0.3325,103,202,2,0.4988,1,0.0,5.9875,0.3325,5.803,9.1133,2.8227,6.1083,1.0443,2.5123,0.7118,0.1995,12.4237,34.7365,0.3155,0.4612,3.6232,7.0443,1.6872,9.7783,0.8448,0.2882,2.6625,2.6625,11.65,12.315,1.7028,1.0268,9.9756,186.055,4.3756,0.3325,6,23.6667,4.9437,1.6479,6.8451,4.5634,0.7606,18.0,12.0,27.0,433.0,110.0,12,55.0,4.4182,1.5818,6.5455,4.4182,0.8182,0,6.0,4.0,7.0,2.0,2.0,88.0,27,72.0,190.0,0,1,1,0
777622,2025-06-06T23:10:00+00:00,away,117,Houston Astros,HOU,114,Cleveland Guardians,CLE,676467,Colton Gordon,52.715,28.72,23.995,0.5147,2.8178,2.6398,0.178,6.725,0.5525,2.756,2.693,0.063,-1,0.5214,0.525,2.9061,2.6183,4.3125,4.1,0.4,0.5525,0.5315,2.42,2.735,2.315,2.756,0.5641,0.315,68,0,0,,1,-2,1,3,0,28.72,23.995,52.715,0.5448,28.665,0.5641,0.315,103,200,4,2.46,1,0.0,6.725,0.315,2.756,6.302,4.1955,8.1115,0.399,0.546,0.0,0.189,16.168,30.722,0.2941,0.2474,2.693,6.4555,3.8385,9.147,0.7205,0.5525,3.575,3.575,11.04,10.145,3.6816,1.4662,12.0784,197.295,3.0881,0.315,5,24.6667,5.1081,1.3784,9.1216,1.0946,1.4595,25.0,3.0,31.0,402.0,106.0,5,24.6667,5.1081,1.3784,9.1216,1.0946,1.4595,0,5.0,1.0,7.0,0.0,5.0,75.0,27,76.0,225.0,0,1,0,1
777618,2025-06-06T23:40:00+00:00,home,145,Chicago White Sox,CWS,118,Kansas City Royals,KC,663436,Davis Martin,55.1975,14.6325,40.565,0.7511,6.3763,2.332,4.0442,5.9875,0.8448,6.5813,1.798,4.7833,1,0.7608,0.2222,6.3659,2.2448,3.1481,5.2716,0.3095,0.8892,0.9335,6.8917,1.665,7.0025,1.4655,0.2968,0.3325,70,0,0,,1,7,8,1,1,14.6325,40.565,55.1975,0.2651,-95.41,0.2968,0.3325,103,202,15,17.7888,5,17.29,5.9875,0.3325,6.5813,8.4902,2.1773,6.798,2.4015,1.6675,0.0222,0.1108,9.8398,33.3768,0.2986,0.5214,1.798,5.798,2.7093,9.8005,0.9335,0.0443,2.6625,2.6625,9.6525,9.9825,2.4005,1.3333,12.0068,185.3725,3.6254,0.3325,6,36.3333,3.7156,1.0459,5.4495,1.4862,1.4862,22.0,6.0,32.0,547.0,144.0,13,74.6667,3.6161,1.2054,5.7857,2.0491,1.3259,0,6.0,2.0,5.0,0.0,7.0,92.0,29,74.0,215.0,1,0,0,1
777618,2025-06-06T23:40:00+00:00,away,118,Kansas City Royals,KC,145,Chicago White Sox,CWS,607625,Seth Lugo,54.865,28.595,26.27,0.1765,4.1786,5.9943,-1.8157,5.9875,0.133,3.601,5.6922,-2.0912,-1,0.1847,0.5062,4.2504,6.0969,4.321,3.6667,0.4474,0.1108,0.1995,3.2242,5.4483,3.6675,5.404,0.5579,0.3325,70,0,0,,1,-3,4,7,0,28.595,26.27,54.865,0.5212,27.2575,0.5579,0.3325,103,202,6,3.66,2,3.1612,5.9875,0.3325,3.601,6.7783,1.7758,9.7562,0.8448,1.6897,0.0887,1.6453,12.8202,34.1798,0.2366,0.3247,5.6922,8.9803,3.1108,6.6403,0.9113,0.266,2.6625,2.6625,10.985,12.6475,2.3714,1.0002,7.3384,197.0125,4.1258,0.3325,6,35.0,3.0857,1.1143,7.4571,2.0571,1.5429,29.0,8.0,31.0,547.0,139.0,11,65.0,3.4615,1.1692,6.9231,2.6308,1.6615,0,5.0,2.0,5.0,2.0,5.0,97.0,36,76.0,225.0,1,0,1,0
777615,2025-06-07T00:10:00+00:00,home,142,Minnesota Twins,MIN,141,Toronto Blue Jays,TOR,641927,Bailey Ober,54.865,27.265,27.6,0.1683,3.5254,4.8461,-1.3206,5.9875,0.0887,3.1552,5.1552,-2.0,-1,0.5309,0.1601,4.8025,4.6296,3.4515,4.8153,0.5238,0.0,0.0665,2.6675,5.7758,3.3325,5.532,0.5007,0.3325,71,0,0,,0,-2,3,5,0,27.265,27.6,54.865,0.4969,0.3275,0.5007,0.3325,103,202,10,4.99,4,4.4912,5.9875,0.3325,3.1552,7.8892,3.0222,9.9803,0.8227,1.9113,0.0222,0.7118,15.5098,34.399,0.2898,0.3576,5.1552,10.1995,2.5763,7.1058,1.7783,0.734,2.6625,2.6625,12.3125,12.975,3.6919,1.2821,10.8434,237.565,4.6244,0.3325,6,30.3333,3.8571,1.2527,6.8242,2.0769,1.1868,23.0,7.0,31.0,508.0,131.0,13,69.0,3.7826,1.3043,7.0435,1.9565,1.1739,1,7.0,5.0,5.0,1.0,4.0,87.0,30,81.0,260.0,1,0,1,0
777615,2025-06-07T00:10:00+00:00,away,141,Toronto Blue Jays,TOR,142,Minnesota Twins,MIN,687606,Paxton Schultz,53.345,24.625,28.72,0.4874,4.7294,6.2328,-1.5033,6.725,0.4475,4.475,6.202,-1.727,1,0.4942,0.439,4.7239,6.3311,4.1585,4.2561,0.3878,0.3425,0.4055,4.16,7.525,4.559,6.874,0.4455,0.315,70,0,0,,1,6,8,2,1,24.625,28.72,53.345,0.4616,-25.735,0.4455,0.315,103,201,12,6.87,5,6.87,6.725,0.315,4.475,8.643,3.79,6.462,0.5105,1.4055,0.063,0.4685,15.441,31.714,0.345,0.3604,6.202,8.3845,4.1535,8.2165,2.6915,0.4685,3.575,3.575,14.3,15.19,7.2877,1.6159,8.6593,282.04,4.0,0.315,6,12.3333,4.3784,1.4595,9.4865,2.9189,2.1892,13.0,4.0,14.0,230.0,56.0,7,16.6667,3.24,1.2,11.34,2.16,1.62,1,2.0,3.0,4.0,0.0,1.0,40.0,28,75.0,205.0,1,0,0,1
777617,2025-06-07T00:10:00+00:00,home,158,Milwaukee Brewers,MIL,135,San Diego Padres,SD,694477,Chad Patrick,54.865,30.9225,23.9425,0.1909,2.9298,3.9856,-1.0559,5.9875,0.1773,3.0197,4.1773,-1.1577,-1,0.5802,0.1888,4.5309,3.9877,3.018,3.9754,0.5283,0.2217,0.1995,2.8867,3.6675,2.665,3.5345,0.5898,0.3325,71,0,0,,0,-2,2,4,0,30.9225,23.9425,54.865,0.5636,43.22,0.5898,0.3325,104,205,4,3.27,1,0.0,5.9875,0.3325,3.0197,7.4212,3.7118,12.1355,0.9778,1.1552,0.1108,1.3325,16.6257,33.1773,0.2959,0.3462,4.1773,7.4655,3.7562,9.9557,1.7118,0.9113,2.6625,2.6625,9.32,10.315,2.6154,1.0652,7.8374,172.725,3.5005,0.3325,6,31.6667,2.5579,1.2316,8.8105,2.5579,0.2842,31.0,9.0,30.0,529.0,134.0,14,69.6667,2.8421,1.2057,8.1388,2.7129,0.6459,1,6.0,1.0,4.0,3.0,6.0,98.0,27,73.0,217.0,1,0,1,0
777617,2025-06-07T00:10:00+00:00,away,135,San Diego Padres,SD,158,Milwaukee Brewers,MIL,681190,Randy Vásquez,52.4,30.98,21.42,0.8661,5.2303,3.6831,1.5472,6.725,0.916,5.0485,3.2585,1.79,2,0.8622,0.5875,5.1614,3.7599,4.8625,3.8375,0.854,0.895,0.811,5.0275,3.8675,4.8385,3.9725,0.5703,0.315,69,0,0,,1,1,4,3,1,30.98,21.42,52.4,0.5912,32.35,0.5703,0.315,104,203,3,1.98,2,1.98,6.725,0.315,5.0485,9.643,2.147,6.525,1.4475,1.8255,0.021,1.9855,12.2245,32.756,0.3373,0.4826,3.2585,6.147,4.181,10.5235,1.2585,0.5525,3.575,3.575,15.04,15.935,2.166,1.0555,9.2993,287.705,4.207,0.315,6,31.0,3.4839,1.2258,6.9677,2.9032,2.0323,24.0,10.0,28.0,503.0,129.0,13,63.3333,3.6947,1.4526,5.2579,4.8316,1.1368,1,4.6667,0.0,2.0,4.0,2.0,78.0,27,72.0,165.0,1,0,1,0
777620,2025-06-07T00:15:00+00:00,home,138,St. Louis Cardinals,STL,119,Los Angeles Dodgers,LAD,543243,Sonny Gray,55.1975,28.93,26.2675,0.8388,4.7144,3.4712,1.2432,5.9875,0.867,4.867,3.2217,1.6453,1,0.85,0.4815,4.7162,3.4095,4.1358,4.6049,0.5686,0.8892,0.867,5.2217,3.1108,5.3325,3.4655,0.4725,0.3325,71,0,0,,1,2,5,3,1,28.93,26.2675,55.1975,0.5241,-12.9625,0.4725,0.3325,104,205,8,5.4288,2,2.1587,5.9875,0.3325,4.867,9.5123,2.4655,5.8645,1.6453,1.3325,0.1108,0.133,13.7537,33.1995,0.3336,0.478,3.2217,8.1552,2.6897,9.9138,0.9778,0.1995,2.6625,2.6625,9.9875,8.655,3.4601,1.5765,9.0026,145.81,3.7512,0.3325,6,36.0,2.5,1.0556,10.5,1.0,0.75,42.0,4.0,34.0,526.0,145.0,13,75.3333,3.3451,1.1283,9.677,1.6726,1.0752,1,6.3333,0.0,8.0,0.0,5.0,90.0,36,70.0,190.0,1,0,1,0
777620,2025-06-07T00:15:00+00:00,away,119,Los Angeles Dodgers,LAD,138,St. Louis Cardinals,STL,680736,Justin Wrobleski,48.8,31.16,17.64,0.8897,5.5855,3.5107,2.0747,8.2,0.9253,6.1933,3.4973,2.696,4,0.902,0.8775,6.052,4.3565,5.119,2.665,0.8747,1.0,1.0,6.9867,3.5333,6.212,3.012,0.617,0.28,69,0,0,,1,3,8,5,1,31.16,17.64,48.8,0.6385,53.96,0.617,0.28,104,203,1,0.0,1,0.0,8.2,0.28,6.1933,8.0947,4.528,8.136,2.1427,1.6213,0.0373,0.4293,12.5053,33.1627,0.3289,0.4884,3.4973,7.4907,4.4093,10.9307,0.8013,0.1867,5.4,5.4,23.04,26.84,2.3875,1.1699,12.0581,438.88,4.2667,0.28,3,15.0,7.2,1.4,7.8,3.6,1.8,13.0,6.0,15.0,236.0,64.0,3,15.0,7.2,1.4,7.8,3.6,1.8,1,6.0,4.0,6.0,3.0,5.0,104.0,25,73.0,194.0,0,1,0,1
777616,2025-06-07T00:40:00+00:00,home,115,Colorado Rockies,COL,121,New York Mets,NYM,669020,Ryan Rolison,54.865,20.2825,34.5825,0.1252,2.7348,3.9092,-1.1745,5.9875,0.133,2.8645,3.9975,-1.133,-1,0.4568,0.0985,4.8889,5.8272,2.509,3.8785,0.1839,0.0,0.0665,2.1108,4.8842,2.5985,4.596,0.3498,0.3325,70,0,0,,0,-1,2,3,0,20.2825,34.5825,54.865,0.3697,-83.1275,0.3498,0.3325,104,203,15,13.91,5,13.91,5.9875,0.3325,2.8645,7.3547,3.0665,11.601,0.4433,2.6232,0.0665,1.5345,15.202,32.3325,0.2929,0.3518,3.9975,8.2192,2.0197,8.4458,1.3325,0.8448,2.6625,2.6625,8.6525,9.315,8.0386,1.9648,10.285,172.0025,3.2498,0.3325,6,8.3333,7.56,2.04,8.64,7.56,1.08,8.0,7.0,10.0,139.0,39.0,9,12.3333,5.1081,1.5405,6.5676,5.8378,0.7297,0,1.3333,2.0,0.0,2.0,0.0,25.0,28,74.0,213.0,0,1,1,0
777616,2025-06-07T00:40:00+00:00,away,121,New York Mets,NYM,115,Colorado Rockies,COL,673540,Kodai Senga,53.03,29.035,23.995,0.5156,2.8633,2.7253,0.1381,6.725,0.5105,2.735,2.651,0.084,1,0.5679,0.5097,4.716,4.1235,2.8711,2.7817,0.6364,0.5525,0.4685,2.735,2.42,2.441,2.882,0.5475,0.315,69,0,0,,0,2,3,1,1,29.035,23.995,53.03,0.5475,22.365,0.5475,0.315,104,204,6,4.24,2,2.635,6.725,0.315,2.735,6.2455,4.0485,8.769,0.7415,1.3635,0.042,0.189,15.7125,30.924,0.2899,0.3156,2.651,5.693,4.0065,8.8675,0.273,0.4475,3.575,3.575,11.04,12.1633,2.5639,1.0889,11.0064,210.87,3.0881,0.315,6,35.3333,1.783,1.1887,8.6604,4.5849,0.7642,34.0,18.0,24.0,593.0,144.0,12,68.0,1.5882,1.1765,8.6029,3.9706,0.5294,1,6.0,1.0,5.0,2.0,6.0,109.0,33,73.0,202.0,1,0,0,1
777614,2025-06-07T01:38:00+00:00,home,108,Los Angeles Angels,LAA,136,Seattle Mariners,SEA,543294,Kyle Hendricks,54.865,20.9475,33.9175,0.1293,1.9708,6.9758,-5.005,5.9875,0.0665,1.9088,7.2907,-5.3818,-1,0.3951,0.1273,3.9506,5.0123,1.9606,6.945,0.4583,0.0,0.0,1.7758,7.7783,1.532,7.5345,0.3765,0.3325,71,0,0,,0,-7,1,8,0,20.9475,33.9175,54.865,0.3818,-60.865,0.3765,0.3325,103,200,14,11.3075,5,8.8475,5.9875,0.3325,1.9088,5.9975,2.399,10.0,0.9335,1.133,0.0222,0.3103,14.1527,32.798,0.2352,0.3015,7.2907,9.2882,2.6428,6.5763,2.5788,0.3547,2.6625,2.6625,7.985,7.985,10.8823,2.1255,7.8729,155.385,2.9991,0.3325,6,34.3333,5.5049,1.4563,6.5534,2.0971,1.5728,25.0,8.0,42.0,532.0,154.0,12,65.0,5.4,1.3231,5.6769,2.7692,1.5231,1,6.0,4.0,8.0,2.0,2.0,85.0,36,75.0,190.0,1,0,1,0
777614,2025-06-07T01:38:00+00:00,away,136,Seattle Mariners,SEA,108,Los Angeles Angels,LAA,682243,Bryce Miller,53.03,27.775,25.255,0.5078,2.6844,4.2628,-1.5783,6.725,0.5735,2.966,4.1535,-1.1875,-1,0.5331,0.4444,2.5561,4.0781,4.5802,4.3333,0.4909,0.6575,0.5945,2.945,4.1325,3.008,4.0275,0.5401,0.315,69,0,0,,1,-7,0,7,0,27.775,25.255,53.03,0.5238,16.735,0.5401,0.315,103,200,5,3.5625,2,1.1025,6.725,0.315,2.966,6.386,4.538,9.622,1.126,0.504,0.021,0.6365,13.4425,30.1,0.315,0.3437,4.1535,7.3005,2.79,8.0775,2.0485,0.105,3.575,3.575,12.3,11.355,6.5033,1.7045,8.1202,186.625,3.4406,0.315,6,27.6667,7.4819,1.6988,5.8554,4.2289,1.3012,18.0,13.0,34.0,510.0,130.0,10,48.6667,5.7329,1.5411,7.2123,4.2534,0.9247,1,5.0,5.0,7.0,1.0,2.0,70.0,27,74.0,200.0,1,0,1,0
777613,2025-06-07T02:05:00+00:00,home,133,Athletics,ATH,110,Baltimore Orioles,BAL,676664,JP Sears,53.03,22.735,30.295,0.4767,4.3328,2.8556,1.4772,6.725,0.4475,4.0695,2.903,1.1665,1,0.4691,0.4631,3.9877,4.6543,4.3269,2.875,0.5185,0.3425,0.4055,4.1325,2.945,3.9645,2.756,0.4278,0.315,69,0,0,,0,7,7,0,1,22.735,30.295,53.03,0.4287,-33.115,0.4278,0.315,103,200,13,8.6025,4,6.1425,6.725,0.315,4.0695,7.5525,2.937,8.1405,1.9225,1.168,0.042,0.189,9.953,33.6155,0.2696,0.4187,2.903,6.386,4.391,9.307,1.147,0.4055,3.575,3.575,11.04,11.195,3.1715,1.3104,10.6038,202.76,3.0881,0.315,6,27.3333,8.561,1.7195,5.5976,2.6341,3.622,17.0,8.0,39.0,532.0,129.0,13,67.3333,5.2129,1.2921,6.5495,1.8713,2.005,1,5.0,4.0,4.0,3.0,3.0,86.0,30,71.0,180.0,0,1,1,0
777613,2025-06-07T02:05:00+00:00,away,110,Baltimore Orioles,BAL,133,Athletics,ATH,665152,Dean Kremer,53.345,29.665,23.68,0.5184,6.3159,4.7816,1.5343,6.725,0.5105,6.16,4.727,1.433,-1,0.5432,0.523,4.6296,4.321,6.3777,4.7772,0.4375,0.6575,0.5945,7.105,4.055,6.811,4.874,0.5622,0.315,70,0,0,,0,-6,2,8,0,29.665,23.68,53.345,0.5561,30.775,0.5622,0.315,103,201,3,1.83,2,1.83,6.725,0.315,6.16,8.5945,3.9645,8.7415,2.7965,0.8255,0.021,0.189,13.5735,34.273,0.3148,0.4868,4.727,8.496,3.748,6.819,0.7625,0.748,3.575,3.575,12.3,14.3867,5.0297,1.7433,8.1231,252.66,3.4406,0.315,6,34.6667,4.1538,1.4423,8.0481,2.5962,0.7788,31.0,10.0,40.0,557.0,150.0,13,72.3333,4.977,1.4101,6.5945,2.3641,1.2442,1,5.3333,5.0,8.0,1.0,2.0,82.0,30,74.0,210.0,1,0,1,0
777619,2025-06-07T02:15:00+00:00,home,137,San Francisco Giants,SF,144,Atlanta Braves,ATL,806185,Hayden Birdsong,54.865,27.6,27.265,0.8317,5.4274,4.1047,1.3227,5.9875,0.8448,5.4015,3.867,1.5345,1,0.5185,0.8235,4.1235,4.1605,5.4787,4.156,0.5,0.7783,0.8005,5.1133,4.5542,5.5345,4.3325,0.5,0.3325,71,0,0,,0,2,6,4,1,27.6,27.265,54.865,0.5031,0.005,0.5,0.3325,104,203,9,6.5925,4,6.5925,5.9875,0.3325,5.4015,6.5763,2.0887,14.5838,1.7783,0.4212,0.0665,0.133,8.7955,33.2882,0.2423,0.3704,3.867,8.1552,3.8448,8.399,0.1552,0.0665,2.6625,2.6625,10.65,11.7583,3.5649,1.2731,6.6227,210.2825,4.0,0.3325,6,24.0,3.375,1.3333,9.75,3.375,0.75,26.0,9.0,23.0,445.0,105.0,15,42.3333,2.5512,1.2756,9.5669,3.6142,0.8504,1,4.3333,2.0,2.0,5.0,5.0,93.0,24,77.0,225.0,1,0,1,0
777619,2025-06-07T02:15:00+00:00,away,144,Atlanta Braves,ATL,137,San Francisco Giants,SF,680885,Spencer Schwellenbach,53.03,28.035,24.995,0.1731,3.7664,4.9478,-1.1814,6.725,0.189,3.9725,4.8805,-0.908,-2,0.5679,0.1672,3.9012,3.8889,3.9064,4.9031,0.1319,0.105,0.189,3.6575,5.0275,3.4685,4.5865,0.5614,0.315,69,0,0,,0,-1,3,4,0,28.035,24.995,53.03,0.5287,26.555,0.5614,0.315,104,204,7,5.24,3,3.635,6.725,0.315,3.9725,7.008,4.538,10.5235,1.5525,0.8885,0.042,0.147,14.9305,33.7835,0.2982,0.3659,4.8805,8.929,2.273,7.176,1.3425,0.126,3.575,3.575,12.355,10.725,6.0462,1.0,8.9077,157.23,3.4559,0.315,6,39.3333,2.5169,0.9915,8.6949,1.6017,0.9153,38.0,7.0,32.0,565.0,156.0,13,80.6667,3.2355,1.0537,8.3678,1.562,1.0041,1,6.0,3.0,6.0,2.0,4.0,94.0,25,73.0,200.0,1,0,1,0
777609,2025-06-07T17:10:00+00:00,home,116,Detroit Tigers,DET,112,Chicago Cubs,CHC,663947,Tyler Holton,53.03,27.09,25.94,0.1672,4.4086,5.7008,-1.2922,6.725,0.231,4.2165,5.4605,-1.244,-2,0.5309,0.1672,4.0864,4.037,4.4475,5.6775,0.1775,0.105,0.189,4.0275,5.9225,4.3425,5.5865,0.5196,0.315,69,0,0,,0,-3,5,8,0,27.09,25.94,53.03,0.5108,8.6,0.5196,0.315,103,202,7,4.2475,3,3.7487,6.725,0.315,4.2165,8.8175,4.9225,11.7125,1.2795,1.126,0.79,0.748,20.228,35.2085,0.3396,0.4292,5.4605,7.2795,1.8465,8.021,2.37,0.105,3.575,3.575,12.355,16.0117,4.789,0.8666,8.9541,250.9,3.4559,0.315,6,6.3333,7.1053,1.4211,7.1053,1.4211,2.8421,5.0,1.0,8.0,98.0,27.0,27,29.6667,4.2472,1.2809,8.191,2.427,1.8202,0,1.3333,1.0,1.0,0.0,2.0,21.0,29,74.0,200.0,0,1,0,1
777609,2025-06-07T17:10:00+00:00,away,112,Chicago Cubs,CHC,116,Detroit Tigers,DET,592791,Jameson Taillon,49.36,24.24,25.12,0.3235,3.9721,5.4763,-1.5042,8.2,0.3293,3.8947,5.3093,-1.4147,-1,0.1521,0.4948,2.5427,4.5541,5.4015,6.3985,0.451,0.4267,0.348,3.7333,5.08,3.82,5.216,0.5226,0.28,69,0,0,,0,-7,1,8,0,24.24,25.12,49.36,0.4911,9.76,0.5226,0.28,104,205,10,7.2,3,3.93,8.2,0.28,3.8947,7.1253,4.2293,8.5893,0.4787,1.72,0.056,1.304,16.0187,33.9067,0.2836,0.2922,5.3093,8.9747,4.0613,7.3293,1.416,0.3973,5.4,5.4,18.48,22.52,4.2682,1.5115,9.6075,413.4,3.4222,0.28,6,36.6667,3.1909,0.9273,6.6273,1.4727,2.4545,27.0,6.0,28.0,534.0,142.0,13,76.3333,3.5371,0.9825,6.8384,1.6507,1.8865,0,7.0,1.0,4.0,1.0,5.0,84.0,34,77.0,230.0,1,0,1,0
777623,2025-06-07T18:10:00+00:00,home,113,Cincinnati Reds,CIN,109,Arizona Diamondbacks,AZ,666157,Nick Lodolo,54.865,25.6025,29.2625,0.158,4.1047,5.4294,-1.3247,5.9875,0.133,3.8448,5.5123,-1.6675,-1,0.1601,0.4691,4.1355,5.5936,4.2222,3.7901,0.3488,0.1108,0.0665,3.0025,4.4483,3.069,5.0025,0.4993,0.3325,71,0,0,,1,-2,4,6,0,25.6025,29.2625,54.865,0.4666,-0.3375,0.4993,0.3325,104,205,12,8.59,5,5.32,5.9875,0.3325,3.8448,7.6897,3.7118,8.0,0.2217,1.0443,0.1108,0.2217,10.931,32.7118,0.3096,0.2906,5.5123,6.8867,2.2882,13.9188,1.8448,0.0887,2.6625,2.33,10.32,9.32,6.7524,1.2497,12.544,158.7875,3.8761,0.3325,6,34.3333,3.1456,1.1359,8.6505,1.835,1.0485,33.0,7.0,32.0,551.0,137.0,13,75.6667,3.2115,1.0837,7.6123,1.6652,1.0705,1,6.0,3.0,5.0,0.0,4.0,86.0,28,78.0,216.0,0,1,0,1
777623,2025-06-07T18:10:00+00:00,away,109,Arizona Diamondbacks,AZ,113,Cincinnati Reds,CIN,593958,Eduardo Rodriguez,53.03,29.035,23.995,0.5156,6.5178,5.2997,1.2181,6.725,0.4895,6.538,5.5735,0.9645,1,0.5136,0.5556,6.5722,5.3697,5.2963,4.642,0.5652,0.4475,0.4685,6.265,5.0275,6.181,5.3425,0.5611,0.315,69,0,0,,1,7,8,1,1,29.035,23.995,53.03,0.5475,33.87,0.5611,0.315,104,203,5,4.24,3,4.24,6.725,0.315,6.538,10.7335,2.2875,6.2875,1.4475,3.5445,0.063,0.6785,17.244,34.79,0.3488,0.53,5.5735,8.0355,4.37,8.4555,0.8675,1.475,3.575,3.575,11.67,15.1767,5.4261,1.1986,8.919,225.39,3.2643,0.315,6,27.6667,8.7831,1.8795,8.4578,3.9036,2.2771,26.0,12.0,40.0,486.0,136.0,10,49.6667,6.7047,1.651,9.9664,3.2617,1.6309,1,5.0,2.0,6.0,0.0,3.0,72.0,32,74.0,231.0,0,1,0,1
