game_pk,game_date_utc,team_side,team_id,team_name,opponent_team_id,opponent_team_name,probable_pitcher_id,probable_pitcher_name,games_played,wins,losses,win_pct,runs_scored_avg,runs_allowed_avg,run_diff_avg,recent_games,recent_win_pct,recent_runs_scored_avg,recent_runs_allowed_avg,recent_run_diff_avg,streak,home_win_pct,away_win_pct,home_runs_scored_avg,home_runs_allowed_avg,away_runs_scored_avg,away_runs_allowed_avg,one_run_win_pct,recent3_win_pct,recent5_win_pct,recent3_runs_scored_avg,recent3_runs_allowed_avg,recent5_runs_scored_avg,recent5_runs_allowed_avg,pythag_win_pct,rest_days,played_yesterday,games_last_7_days,travel_distance_km,last_game_was_home,last_game_margin,last_game_runs_scored,last_game_runs_allowed,last_game_won,standings_wins,standings_losses,standings_games_played,standings_win_pct,standings_run_diff,standings_pythag_win_pct,standings_league_id,standings_division_id,standings_league_rank,standings_league_games_back,standings_division_rank,standings_division_games_back,bullpen_recent_games,bullpen_games_with_relief,bullpen_relievers_used,bullpen_innings_pitched,bullpen_era,bullpen_whip,bullpen_k_per_9,bullpen_pitches,bullpen_avg_relievers_per_game,pitcher_recent_appearances,pitcher_recent_innings_pitched,pitcher_recent_era,pitcher_recent_whip,pitcher_recent_k_per_9,pitcher_recent_bb_per_9,pitcher_recent_hr_per_9,pitcher_recent_strikeouts,pitcher_recent_walks,pitcher_recent_hits_allowed,pitcher_recent_pitches,pitcher_recent_batters_faced,pitcher_season_appearances,pitcher_season_innings_pitched,pitcher_season_era,pitcher_season_whip,pitcher_season_k_per_9,pitcher_season_bb_per_9,pitcher_season_hr_per_9,pitcher_days_since_last_appearance,pitcher_last_appearance_innings_pitched,pitcher_last_appearance_earned_runs,pitcher_last_appearance_hits,pitcher_last_appearance_walks,pitcher_last_appearance_strikeouts,pitcher_last_appearance_pitches
824539,2026-03-30T22:40:00+00:00,away,134,Pittsburgh Pirates,113,Cincinnati Reds,677952,Braxton Ashcraft,3,1,2,0.3333,4.3333,6.0,-1.6667,3,0.3333,4.3333,6.0,-1.6667,1,,0.3333,,,4.3333,6.0,1.0,0.3333,0.3333,4.3333,6.0,4.3333,6.0,0.3428,0,1,3,,0,1,4,3,1,1,2,3,0.3333,-5,0.3428,104,205,11,2.0,5,2.0,3,3,15,17.0,4.2353,1.5882,11.6471,326.0,5.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823484,2026-03-30T22:40:00+00:00,home,143,Philadelphia Phillies,120,Washington Nationals,592836,Taijuan Walker,3,1,2,0.3333,4.0,5.3333,-1.3333,3,0.3333,4.0,5.3333,-1.3333,-2,0.3333,,4.0,5.3333,,,0.0,0.3333,0.3333,4.0,5.3333,4.0,5.3333,0.36,0,1,3,,1,-5,3,8,0,1,2,3,0.3333,-4,0.36,104,204,10,2.0,5,2.0,3,3,11,11.0,4.9091,1.4545,8.1818,205.0,3.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823484,2026-03-30T22:40:00+00:00,away,120,Washington Nationals,143,Philadelphia Phillies,656492,Foster Griffin,3,2,1,0.6667,6.0,5.6667,0.3333,3,0.6667,6.0,5.6667,0.3333,1,,0.6667,,,6.0,5.6667,,0.6667,0.6667,6.0,5.6667,6.0,5.6667,0.5285,0,1,3,,0,3,6,3,1,2,1,3,0.6667,1,0.5285,104,204,6,1.0,4,1.0,3,3,11,12.3333,4.3784,1.2973,7.2973,208.0,3.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823890,2026-03-30T22:40:00+00:00,home,146,Miami Marlins,145,Chicago White Sox,663978,Chris Paddack,3,3,0,1.0,3.3333,2.3333,1.0,3,1.0,3.3333,2.3333,1.0,3,1.0,,3.3333,2.3333,,,1.0,1.0,1.0,3.3333,2.3333,3.3333,2.3333,0.6711,0,1,3,,1,1,4,3,1,3,0,3,1.0,3,0.6711,104,204,3,0.0,1,0.0,3,3,8,8.0,0.0,0.625,13.5,103.0,2.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823890,2026-03-30T22:40:00+00:00,away,145,Chicago White Sox,146,Miami Marlins,663436,Davis Martin,3,0,3,0.0,3.3333,9.6667,-6.3333,3,0.0,3.3333,9.6667,-6.3333,-3,,0.0,,,3.3333,9.6667,,0.0,0.0,3.3333,9.6667,3.3333,9.6667,0.1063,0,1,3,,0,-2,7,9,0,0,3,3,0.0,-19,0.1063,103,202,15,3.0,5,2.0,3,3,15,13.6667,12.5122,2.7073,7.9024,309.0,5.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,
822834,2026-03-30T23:07:00+00:00,home,141,Toronto Blue Jays,115,Colorado Rockies,664074,Cody Ponce,3,3,0,1.0,5.3333,3.6667,1.6667,3,1.0,5.3333,3.6667,1.6667,3,1.0,,5.3333,3.6667,,,1.0,1.0,1.0,5.3333,3.6667,5.3333,3.6667,0.679,0,1,3,,1,3,5,2,1,3,0,3,1.0,5,0.679,103,201,2,0.0,2,0.0,3,3,14,12.3333,4.3784,1.1351,13.1351,181.0,4.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
822834,2026-03-30T23:07:00+00:00,away,115,Colorado Rockies,141,Toronto Blue Jays,608372,Tomoyuki Sugano,3,0,3,0.0,2.3333,3.3333,-1.0,3,0.0,2.3333,3.3333,-1.0,-3,,0.0,,,2.3333,3.3333,0.0,0.0,0.0,2.3333,3.3333,2.3333,3.3333,0.3289,0,1,3,,0,-1,3,4,0,0,3,3,0.0,-3,0.3289,104,203,13,3.0,3,3.0,3,3,9,11.6667,2.3143,1.0286,8.4857,171.0,3.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824943,2026-03-30T23:15:00+00:00,home,144,Atlanta Braves,133,Athletics,693821,Bryce Elder,3,2,1,0.6667,4.3333,2.0,2.3333,3,0.6667,4.3333,2.0,2.3333,-1,0.6667,,4.3333,2.0,,,,0.6667,0.6667,4.3333,2.0,4.3333,2.0,0.8244,0,1,3,,1,-3,1,4,0,2,1,3,0.6667,7,0.8244,104,204,4,1.0,2,1.0,3,3,8,10.0,1.8,0.8,9.9,156.0,2.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824943,2026-03-30T23:15:00+00:00,away,133,Athletics,144,Atlanta Braves,682052,Jacob Lopez,3,0,3,0.0,3.6667,5.3333,-1.6667,3,0.0,3.6667,5.3333,-1.6667,-3,,0.0,,,3.6667,5.3333,0.0,0.0,0.0,3.6667,5.3333,3.6667,5.3333,0.321,0,1,3,,0,-3,2,5,0,0,3,3,0.0,-5,0.321,103,200,14,3.0,5,2.0,3,3,10,12.3333,3.6486,1.7027,5.1081,193.0,3.3333,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824702,2026-03-30T23:40:00+00:00,home,112,Chicago Cubs,108,Los Angeles Angels,665795,Edward Cabrera,3,1,2,0.3333,5.6667,6.0,-0.3333,3,0.3333,5.6667,6.0,-0.3333,-1,0.3333,,5.6667,6.0,,,,0.3333,0.3333,5.6667,6.0,5.6667,6.0,0.4715,0,1,3,,1,-3,3,6,0,1,2,3,0.3333,-1,0.4715,104,205,9,2.0,4,2.0,3,3,10,12.0,3.0,1.25,6.75,182.0,3.3333,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824702,2026-03-30T23:40:00+00:00,away,108,Los Angeles Angels,112,Chicago Cubs,696270,Ryan Johnson,4,2,2,0.5,6.25,5.5,0.75,4,0.5,6.25,5.5,0.75,-2,,0.5,,,6.25,5.5,,0.3333,0.5,7.3333,7.3333,6.25,5.5,0.5636,0,1,4,,0,-2,7,9,0,2,2,4,0.5,3,0.5636,103,200,7,1.5,3,0.5,4,4,14,15.0,3.0,1.6,9.0,274.0,3.5,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823809,2026-03-30T23:40:00+00:00,home,158,Milwaukee Brewers,139,Tampa Bay Rays,690986,Kyle Harrison,3,3,0,1.0,9.6667,3.3333,6.3333,3,1.0,9.6667,3.3333,6.3333,3,1.0,,9.6667,3.3333,,,,1.0,1.0,9.6667,3.3333,9.6667,3.3333,0.8937,0,1,3,,1,2,9,7,1,3,0,3,1.0,19,0.8937,104,205,1,0.0,1,0.0,3,3,12,14.6667,0.6136,0.8864,15.3409,224.0,4.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823809,2026-03-30T23:40:00+00:00,away,139,Tampa Bay Rays,158,Milwaukee Brewers,607259,Nick Martinez,3,1,2,0.3333,7.6667,7.3333,0.3333,3,0.3333,7.6667,7.3333,0.3333,1,,0.3333,,,7.6667,7.3333,0.0,0.3333,0.3333,7.6667,7.3333,7.6667,7.3333,0.5222,0,1,3,,0,4,11,7,1,1,2,3,0.3333,1,0.5222,103,201,11,2.0,5,2.0,3,3,11,10.3333,11.3226,2.2258,6.9677,202.0,3.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823080,2026-03-30T23:45:00+00:00,home,138,St. Louis Cardinals,121,New York Mets,681517,Kyle Leahy,3,2,1,0.6667,7.3333,7.6667,-0.3333,3,0.6667,7.3333,7.6667,-0.3333,-1,0.6667,,7.3333,7.6667,,,1.0,0.6667,0.6667,7.3333,7.6667,7.3333,7.6667,0.4778,0,1,3,,1,-4,7,11,0,2,1,3,0.6667,-1,0.4778,104,205,8,1.0,3,1.0,3,3,14,13.0,10.3846,2.4615,6.2308,264.0,4.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823080,2026-03-30T23:45:00+00:00,away,121,New York Mets,138,St. Louis Cardinals,605280,Clay Holmes,3,2,1,0.6667,6.0,4.3333,1.6667,3,0.6667,6.0,4.3333,1.6667,-1,0.6667,,6.0,4.3333,,,0.0,0.6667,0.6667,6.0,4.3333,6.0,4.3333,0.6572,0,1,3,,1,-1,3,4,0,2,1,3,0.6667,5,0.6572,104,204,5,1.0,3,1.0,3,3,12,14.6667,2.4545,1.4318,7.9773,240.0,4.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824214,2026-03-31T00:10:00+00:00,home,117,Houston Astros,111,Boston Red Sox,621121,Lance McCullers Jr.,4,2,2,0.5,5.5,6.25,-0.75,4,0.5,5.5,6.25,-0.75,2,0.5,,5.5,6.25,,,,0.6667,0.5,7.3333,7.3333,5.5,6.25,0.4364,1,0,4,,1,2,9,7,1,2,2,4,0.5,-3,0.4364,103,200,8,1.5,4,0.5,4,4,15,18.3333,4.9091,1.4727,12.7636,361.0,3.75,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824214,2026-03-31T00:10:00+00:00,away,111,Boston Red Sox,117,Houston Astros,624133,Ranger Suarez,3,1,2,0.3333,3.3333,3.0,0.3333,3,0.3333,3.3333,3.0,0.3333,-2,,0.3333,,,3.3333,3.0,0.0,0.3333,0.3333,3.3333,3.0,3.3333,3.0,0.5525,1,0,3,,0,-1,2,3,0,1,2,3,0.3333,1,0.5525,103,201,10,2.0,4,2.0,3,3,11,12.0,2.25,1.3333,10.5,204.0,3.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823320,2026-03-31T01:40:00+00:00,home,135,San Diego Padres,137,San Francisco Giants,621111,Walker Buehler,3,1,2,0.3333,2.3333,4.3333,-2.0,3,0.3333,2.3333,4.3333,-2.0,1,0.3333,,2.3333,4.3333,,,,0.3333,0.3333,2.3333,4.3333,2.3333,4.3333,0.2248,1,0,3,,1,3,3,0,1,1,2,3,0.3333,-6,0.2248,104,203,12,2.0,2,2.0,3,3,10,13.0,4.1538,1.2308,9.6923,217.0,3.3333,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823320,2026-03-31T01:40:00+00:00,away,137,San Francisco Giants,135,San Diego Padres,694738,Landen Roupp,3,0,3,0.0,0.3333,4.3333,-4.0,3,0.0,0.3333,4.3333,-4.0,-3,0.0,,0.3333,4.3333,,,,0.0,0.0,0.3333,4.3333,0.3333,4.3333,0.0059,2,0,3,,1,-2,1,3,0,0,3,3,0.0,-12,0.0059,104,203,15,3.0,5,3.0,3,3,14,12.6667,1.4211,0.9474,9.2368,185.0,4.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823159,2026-03-31T01:40:00+00:00,home,136,Seattle Mariners,147,New York Yankees,622491,Luis Castillo,4,2,2,0.5,5.5,3.25,2.25,4,0.5,5.5,3.25,2.25,1,0.5,,5.5,3.25,,,0.0,0.6667,0.5,6.0,2.3333,5.5,3.25,0.7412,1,0,4,,1,8,8,0,1,2,2,4,0.5,9,0.7412,103,200,6,1.5,2,0.5,4,4,13,13.6667,3.9512,1.4634,10.5366,252.0,3.25,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823159,2026-03-31T01:40:00+00:00,away,147,New York Yankees,136,Seattle Mariners,677960,Ryan Weathers,3,3,0,1.0,4.3333,0.3333,4.0,3,1.0,4.3333,0.3333,4.0,3,,1.0,,,4.3333,0.3333,,1.0,1.0,4.3333,0.3333,4.3333,0.3333,0.9941,2,0,3,,0,2,3,1,1,3,0,3,1.0,12,0.9941,103,201,1,0.0,1,0.0,3,3,11,11.0,0.0,0.8182,9.8182,151.0,3.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
825108,2026-03-31T02:10:00+00:00,home,109,Arizona Diamondbacks,116,Detroit Tigers,647336,Michael Soroka,3,0,3,0.0,2.6667,5.3333,-2.6667,3,0.0,2.6667,5.3333,-2.6667,-3,,0.0,,,2.6667,5.3333,0.0,0.0,0.0,2.6667,5.3333,2.6667,5.3333,0.2,1,0,3,,0,-1,2,3,0,0,3,3,0.0,-8,0.2,104,203,14,3.0,4,3.0,3,3,11,10.3333,6.0968,1.2581,3.4839,178.0,3.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,
825108,2026-03-31T02:10:00+00:00,away,116,Detroit Tigers,109,Arizona Diamondbacks,434378,Justin Verlander,3,2,1,0.6667,4.3333,2.3333,2.0,3,0.6667,4.3333,2.3333,2.0,-1,,0.6667,,,4.3333,2.3333,,0.6667,0.6667,4.3333,2.3333,4.3333,2.3333,0.7752,1,0,3,,0,-3,0,3,0,2,1,3,0.6667,6,0.7752,103,202,3,1.0,1,0.0,3,3,9,9.6667,0.931,1.0345,11.1724,164.0,3.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823972,2026-03-31T02:10:00+00:00,home,119,Los Angeles Dodgers,114,Cleveland Guardians,808963,Roki Sasaki,3,3,0,1.0,5.3333,2.6667,2.6667,3,1.0,5.3333,2.6667,2.6667,3,1.0,,5.3333,2.6667,,,1.0,1.0,1.0,5.3333,2.6667,5.3333,2.6667,0.8,1,0,3,,1,1,3,2,1,3,0,3,1.0,8,0.8,104,203,2,0.0,1,0.0,3,3,12,11.6667,0.0,0.6,6.9429,171.0,4.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823972,2026-03-31T02:10:00+00:00,away,114,Cleveland Guardians,119,Los Angeles Dodgers,800048,Parker Messick,4,2,2,0.5,3.25,5.5,-2.25,4,0.5,3.25,5.5,-2.25,-1,,0.5,,,3.25,5.5,1.0,0.3333,0.5,2.3333,6.0,3.25,5.5,0.2588,1,0,4,,0,-8,0,8,0,2,2,4,0.5,-9,0.2588,103,202,9,1.5,2,0.5,4,4,14,17.0,3.1765,1.0588,10.5882,293.0,3.5,0,,,,,,,,,,,,0,,,,,,,,,,,,,
