game_pk,game_date_utc,status,venue_name,home_team_id,home_team_name,away_team_id,away_team_name,home_probable_pitcher_id,home_probable_pitcher_name,away_probable_pitcher_id,away_probable_pitcher_name,home_score,away_score,target_home_team_win,is_doubleheader,home_team_games_played,home_team_wins,home_team_losses,home_team_win_pct,home_team_runs_scored_avg,home_team_runs_allowed_avg,home_team_run_diff_avg,home_team_recent_games,home_team_recent_win_pct,home_team_recent_runs_scored_avg,home_team_recent_runs_allowed_avg,home_team_recent_run_diff_avg,home_team_streak,home_team_home_win_pct,home_team_away_win_pct,home_team_home_runs_scored_avg,home_team_home_runs_allowed_avg,home_team_away_runs_scored_avg,home_team_away_runs_allowed_avg,home_team_one_run_win_pct,home_team_recent3_win_pct,home_team_recent5_win_pct,home_team_recent3_runs_scored_avg,home_team_recent3_runs_allowed_avg,home_team_recent5_runs_scored_avg,home_team_recent5_runs_allowed_avg,home_team_pythag_win_pct,home_team_rest_days,home_team_played_yesterday,home_team_games_last_7_days,home_team_travel_distance_km,home_team_last_game_was_home,home_team_last_game_margin,home_team_last_game_runs_scored,home_team_last_game_runs_allowed,home_team_last_game_won,away_team_games_played,away_team_wins,away_team_losses,away_team_win_pct,away_team_runs_scored_avg,away_team_runs_allowed_avg,away_team_run_diff_avg,away_team_recent_games,away_team_recent_win_pct,away_team_recent_runs_scored_avg,away_team_recent_runs_allowed_avg,away_team_recent_run_diff_avg,away_team_streak,away_team_home_win_pct,away_team_away_win_pct,away_team_home_runs_scored_avg,away_team_home_runs_allowed_avg,away_team_away_runs_scored_avg,away_team_away_runs_allowed_avg,away_team_one_run_win_pct,away_team_recent3_win_pct,away_team_recent5_win_pct,away_team_recent3_runs_scored_avg,away_team_recent3_runs_allowed_avg,away_team_recent5_runs_scored_avg,away_team_recent5_runs_allowed_avg,away_team_pythag_win_pct,away_team_rest_days,away_team_played_yesterday,away_team_games_last_7_days,away_team_travel_distance_km,away_team_last_game_was_home,away_team_last_game_margin,away_team_last_game_runs_scored,away_team_last_game_runs_allowed,away_team_last_game_won,home_standings_wins,home_standings_losses,home_standings_games_played,home_standings_win_pct,home_standings_run_diff,home_standings_pythag_win_pct,home_standings_league_id,home_standings_division_id,home_standings_league_rank,home_standings_league_games_back,home_standings_division_rank,home_standings_division_games_back,away_standings_wins,away_standings_losses,away_standings_games_played,away_standings_win_pct,away_standings_run_diff,away_standings_pythag_win_pct,away_standings_league_id,away_standings_division_id,away_standings_league_rank,away_standings_league_games_back,away_standings_division_rank,away_standings_division_games_back,h2h_games,h2h_recent_games,h2h_home_team_recent_win_pct,h2h_home_team_recent_run_diff_avg,h2h_last_meeting_home_team_won,home_bullpen_recent_games,home_bullpen_games_with_relief,home_bullpen_relievers_used,home_bullpen_innings_pitched,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_pitches,home_bullpen_avg_relievers_per_game,away_bullpen_recent_games,away_bullpen_games_with_relief,away_bullpen_relievers_used,away_bullpen_innings_pitched,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_pitches,away_bullpen_avg_relievers_per_game,home_pitcher_recent_appearances,home_pitcher_recent_innings_pitched,home_pitcher_recent_era,home_pitcher_recent_whip,home_pitcher_recent_k_per_9,home_pitcher_recent_bb_per_9,home_pitcher_recent_hr_per_9,home_pitcher_recent_strikeouts,home_pitcher_recent_walks,home_pitcher_recent_hits_allowed,home_pitcher_recent_pitches,home_pitcher_recent_batters_faced,home_pitcher_season_appearances,home_pitcher_season_innings_pitched,home_pitcher_season_era,home_pitcher_season_whip,home_pitcher_season_k_per_9,home_pitcher_season_bb_per_9,home_pitcher_season_hr_per_9,home_pitcher_days_since_last_appearance,home_pitcher_last_appearance_innings_pitched,home_pitcher_last_appearance_earned_runs,home_pitcher_last_appearance_hits,home_pitcher_last_appearance_walks,home_pitcher_last_appearance_strikeouts,home_pitcher_last_appearance_pitches,away_pitcher_recent_appearances,away_pitcher_recent_innings_pitched,away_pitcher_recent_era,away_pitcher_recent_whip,away_pitcher_recent_k_per_9,away_pitcher_recent_bb_per_9,away_pitcher_recent_hr_per_9,away_pitcher_recent_strikeouts,away_pitcher_recent_walks,away_pitcher_recent_hits_allowed,away_pitcher_recent_pitches,away_pitcher_recent_batters_faced,away_pitcher_season_appearances,away_pitcher_season_innings_pitched,away_pitcher_season_era,away_pitcher_season_whip,away_pitcher_season_k_per_9,away_pitcher_season_bb_per_9,away_pitcher_season_hr_per_9,away_pitcher_days_since_last_appearance,away_pitcher_last_appearance_innings_pitched,away_pitcher_last_appearance_earned_runs,away_pitcher_last_appearance_hits,away_pitcher_last_appearance_walks,away_pitcher_last_appearance_strikeouts,away_pitcher_last_appearance_pitches
824538,2026-03-29T17:40:00+00:00,Final,Great American Ball Park,113,Cincinnati Reds,111,Boston Red Sox,695076,Rhett Lowder,813349,Connelly Early,3,2,1,0,2,1,1,0.5,3.0,4.0,-1.0,2,0.5,3.0,4.0,-1.0,1,0.5,,3.0,4.0,,,1.0,0.5,0.5,3.0,4.0,3.0,4.0,0.36,0,1,2,,1,1,6,5,1,2,1,1,0.5,4.0,3.0,1.0,2,0.5,4.0,3.0,1.0,-1,,0.5,,,4.0,3.0,0.0,0.5,0.5,4.0,3.0,4.0,3.0,0.64,0,1,2,,0,-1,5,6,0,1,1,2,0.5,-2,0.36,104,205,9,1.0,4,1.0,1,1,2,0.5,2,0.64,103,201,8,1.5,4,1.5,2,2,0.5,-1.0,1,2,2,11,10.0,4.5,1.3,11.7,159.0,5.5,2,2,9,9.3333,0.9643,1.2857,10.6071,164.0,4.5,1,5.0,3.6,1.0,9.0,3.6,1.8,5.0,2.0,3.0,86.0,20.0,1,5.0,3.6,1.0,9.0,3.6,1.8,0,5.0,2.0,3.0,2.0,5.0,86.0,1,5.3333,1.6875,1.3125,10.125,3.375,0.0,6.0,2.0,5.0,96.0,21.0,1,5.3333,1.6875,1.3125,10.125,3.375,0.0,0,5.3333,1.0,5.0,2.0,6.0,96.0
823647,2026-03-29T17:40:00+00:00,Final,Citi Field,121,New York Mets,134,Pittsburgh Pirates,690997,Nolan McLean,669387,Carmen Mlodzinski,3,4,0,0,2,2,0,1.0,7.5,4.5,3.0,2,1.0,7.5,4.5,3.0,2,1.0,,7.5,4.5,,,,1.0,1.0,7.5,4.5,7.5,4.5,0.7353,0,1,2,,1,2,4,2,1,2,0,2,0.0,4.5,7.5,-3.0,2,0.0,4.5,7.5,-3.0,-2,,0.0,,,4.5,7.5,,0.0,0.0,4.5,7.5,4.5,7.5,0.2647,0,1,2,,0,-2,2,4,0,2,0,2,1.0,6,0.7353,104,204,3,0.0,1,0.0,0,2,2,0.0,-6,0.2647,104,205,13,2.0,5,2.0,2,2,1.0,3.0,1,2,2,8,9.6667,2.7931,1.2414,8.3793,149.0,4.0,2,2,10,11.3333,6.3529,1.9412,11.1176,247.0,5.0,1,5.0,3.6,1.2,14.4,3.6,1.8,8.0,2.0,4.0,84.0,22.0,1,5.0,3.6,1.2,14.4,3.6,1.8,0,5.0,2.0,4.0,2.0,8.0,84.0,1,4.3333,4.1538,1.3846,16.6154,0.0,0.0,8.0,,6.0,85.0,20.0,1,4.3333,4.1538,1.3846,16.6154,0.0,0.0,0,4.3333,2.0,6.0,0.0,8.0,85.0
823891,2026-03-29T17:40:00+00:00,Final,loanDepot park,146,Miami Marlins,115,Colorado Rockies,676974,Max Meyer,500779,Jose Quintana,4,3,1,0,2,2,0,1.0,3.0,2.0,1.0,2,1.0,3.0,2.0,1.0,2,1.0,,3.0,2.0,,,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.6923,0,1,2,,1,1,4,3,1,2,0,2,0.0,2.0,3.0,-1.0,2,0.0,2.0,3.0,-1.0,-2,,0.0,,,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.3077,0,1,2,,0,-1,3,4,0,2,0,2,1.0,2,0.6923,104,204,5,0.0,2,0.0,0,2,2,0.0,-2,0.3077,104,203,12,2.0,3,2.5,2,2,1.0,1.0,1,2,2,5,4.0,0.0,1.0,13.5,56.0,2.5,2,2,6,7.3333,1.2273,0.9545,6.1364,109.0,3.0,1,5.0,5.4,1.4,9.0,3.6,0.0,5.0,2.0,5.0,81.0,23.0,1,5.0,5.4,1.4,9.0,3.6,0.0,0,5.0,3.0,5.0,2.0,5.0,81.0,1,4.3333,4.1538,1.8462,4.1538,8.3077,0.0,2.0,4.0,4.0,78.0,19.0,1,4.3333,4.1538,1.8462,4.1538,8.3077,0.0,0,4.3333,2.0,4.0,4.0,2.0,78.0
824215,2026-03-29T18:10:00+00:00,Final,Daikin Park,117,Houston Astros,108,Los Angeles Angels,837227,Tatsuya Imai,686799,Jack Kochanowicz,9,7,1,0,3,1,2,0.3333,4.3333,6.0,-1.6667,3,0.3333,4.3333,6.0,-1.6667,1,0.3333,,4.3333,6.0,,,,0.3333,0.3333,4.3333,6.0,4.3333,6.0,0.3428,0,1,3,,1,2,11,9,1,3,2,1,0.6667,6.0,4.3333,1.6667,3,0.6667,6.0,4.3333,1.6667,-1,,0.6667,,,6.0,4.3333,,0.6667,0.6667,6.0,4.3333,6.0,4.3333,0.6572,0,1,3,,0,-2,9,11,0,1,2,3,0.3333,-5,0.3428,103,200,11,2.0,4,1.0,2,1,3,0.6667,5,0.6572,103,200,4,1.0,1,0.0,3,3,0.3333,-1.6667,1,3,3,9,12.0,5.25,1.5833,12.75,241.0,3.0,3,3,11,11.0,1.6364,1.5455,9.8182,209.0,3.6667,1,2.6667,13.5,2.625,13.5,13.5,0.0,4.0,4.0,3.0,74.0,15.0,1,2.6667,13.5,2.625,13.5,13.5,0.0,0,2.6667,4.0,3.0,4.0,4.0,74.0,1,4.0,11.25,2.25,6.75,11.25,0.0,3.0,5.0,4.0,94.0,22.0,1,4.0,11.25,2.25,6.75,11.25,0.0,0,4.0,5.0,4.0,5.0,3.0,94.0
823810,2026-03-29T18:10:00+00:00,Final,American Family Field,158,Milwaukee Brewers,145,Chicago White Sox,687075,Brandon Sproat,641743,Anthony Kay,9,7,1,0,2,2,0,1.0,10.0,1.5,8.5,2,1.0,10.0,1.5,8.5,2,1.0,,10.0,1.5,,,,1.0,1.0,10.0,1.5,10.0,1.5,0.978,0,1,2,,1,5,6,1,1,2,0,2,0.0,1.5,10.0,-8.5,2,0.0,1.5,10.0,-8.5,-2,,0.0,,,1.5,10.0,,0.0,0.0,1.5,10.0,1.5,10.0,0.022,0,1,2,,0,-5,1,6,0,2,0,2,1.0,17,0.978,104,205,1,0.0,1,0.0,0,2,2,0.0,-17,0.022,103,202,15,2.5,5,1.5,2,2,1.0,8.5,1,2,2,8,8.6667,1.0385,1.0385,16.6154,143.0,4.0,2,2,10,10.3333,10.4516,2.5161,4.3548,220.0,5.0,1,3.0,21.0,3.3333,9.0,12.0,9.0,3.0,4.0,6.0,86.0,18.0,1,3.0,21.0,3.3333,9.0,12.0,9.0,0,3.0,7.0,6.0,4.0,3.0,86.0,1,4.6667,3.8571,1.5,9.6429,7.7143,1.9286,5.0,4.0,3.0,92.0,21.0,1,4.6667,3.8571,1.5,9.6429,7.7143,1.9286,0,4.6667,2.0,3.0,4.0,5.0,92.0
823079,2026-03-29T18:15:00+00:00,Final,Busch Stadium,138,St. Louis Cardinals,139,Tampa Bay Rays,669160,Dustin May,571927,Steven Matz,7,11,0,0,2,2,0,1.0,7.5,6.0,1.5,2,1.0,7.5,6.0,1.5,2,1.0,,7.5,6.0,,,1.0,1.0,1.0,7.5,6.0,7.5,6.0,0.6098,0,1,2,,1,1,6,5,1,2,0,2,0.0,6.0,7.5,-1.5,2,0.0,6.0,7.5,-1.5,-2,,0.0,,,6.0,7.5,0.0,0.0,0.0,6.0,7.5,6.0,7.5,0.3902,0,1,2,,0,-1,5,6,0,2,0,2,1.0,3,0.6098,104,205,3,0.5,2,0.5,0,2,2,0.0,-3,0.3902,103,201,13,2.5,5,2.5,2,2,1.0,1.5,1,2,2,10,8.0,11.25,2.75,6.75,163.0,5.0,2,2,7,6.3333,14.2105,2.5263,7.1053,135.0,3.5,1,4.0,13.5,2.75,6.75,2.25,0.0,3.0,1.0,10.0,61.0,22.0,1,4.0,13.5,2.75,6.75,2.25,0.0,0,4.0,6.0,10.0,1.0,3.0,61.0,1,5.0,7.2,1.4,3.6,1.8,1.8,2.0,1.0,6.0,81.0,21.0,1,5.0,7.2,1.4,3.6,1.8,1.8,0,5.0,4.0,6.0,1.0,2.0,81.0
824700,2026-03-29T18:20:00+00:00,Final,Wrigley Field,112,Chicago Cubs,120,Washington Nationals,684007,Shota Imanaga,663623,Jake Irvin,3,6,0,0,2,1,1,0.5,7.0,6.0,1.0,2,0.5,7.0,6.0,1.0,1,0.5,,7.0,6.0,,,,0.5,0.5,7.0,6.0,7.0,6.0,0.5765,0,1,2,,1,8,10,2,1,2,1,1,0.5,6.0,7.0,-1.0,2,0.5,6.0,7.0,-1.0,-1,,0.5,,,6.0,7.0,,0.5,0.5,6.0,7.0,6.0,7.0,0.4235,0,1,2,,0,-8,2,10,0,1,1,2,0.5,2,0.5765,104,205,8,1.5,4,1.5,1,1,2,0.5,-2,0.4235,104,204,9,1.5,4,1.5,2,2,0.5,1.0,1,2,2,6,8.0,2.25,1.125,7.875,116.0,3.0,2,2,7,8.3333,5.4,1.68,7.56,168.0,3.5,1,5.0,7.2,1.6,12.6,3.6,1.8,7.0,2.0,6.0,82.0,22.0,1,5.0,7.2,1.6,12.6,3.6,1.8,0,5.0,4.0,6.0,2.0,7.0,82.0,1,5.0,3.6,0.8,12.6,1.8,3.6,7.0,1.0,3.0,93.0,20.0,1,5.0,3.6,0.8,12.6,1.8,3.6,0,5.0,2.0,3.0,1.0,7.0,93.0
823160,2026-03-29T23:20:00+00:00,Final,T-Mobile Park,136,Seattle Mariners,114,Cleveland Guardians,676106,Emerson Hancock,677944,Slade Cecconi,8,0,1,0,3,1,2,0.3333,4.6667,4.3333,0.3333,3,0.3333,4.6667,4.3333,0.3333,-1,0.3333,,4.6667,4.3333,,,0.0,0.3333,0.3333,4.6667,4.3333,4.6667,4.3333,0.537,0,0,3,,1,-1,5,6,0,3,2,1,0.6667,4.3333,4.6667,-0.3333,3,0.6667,4.3333,4.6667,-0.3333,1,,0.6667,,,4.3333,4.6667,1.0,0.6667,0.6667,4.3333,4.6667,4.3333,4.6667,0.463,0,0,3,,0,1,6,5,1,1,2,3,0.3333,1,0.537,103,200,11,2.0,4,1.0,2,1,3,0.6667,-1,0.463,103,202,6,1.0,2,0.0,3,3,0.3333,0.3333,0,3,3,12,10.6667,5.0625,1.6875,9.2812,208.0,4.0,3,3,12,13.3333,3.375,0.975,11.475,220.0,4.0,1,6.0,0.0,0.1667,13.5,1.5,0.0,9.0,1.0,,97.0,19.0,1,6.0,0.0,0.1667,13.5,1.5,0.0,0,6.0,0.0,0.0,1.0,9.0,97.0,1,4.3333,12.4615,2.0769,10.3846,6.2308,2.0769,5.0,3.0,6.0,93.0,24.0,1,4.3333,12.4615,2.0769,10.3846,6.2308,2.0769,0,4.3333,6.0,6.0,3.0,5.0,93.0
824135,2026-03-30T20:10:00+00:00,Scheduled,Kauffman Stadium,118,Kansas City Royals,142,Minnesota Twins,663460,Kris Bubic,680573,Simeon Woods Richardson,,,,0,3,1,2,0.3333,2.0,4.3333,-2.3333,3,0.3333,2.0,4.3333,-2.3333,1,,0.3333,,,2.0,4.3333,,0.3333,0.3333,2.0,4.3333,2.0,4.3333,0.1756,0,1,3,,0,3,4,1,1,3,1,2,0.3333,3.6667,3.6667,0.0,3,0.3333,3.6667,3.6667,0.0,-1,,0.3333,,,3.6667,3.6667,0.0,0.3333,0.3333,3.6667,3.6667,3.6667,3.6667,0.5,0,1,3,,0,-2,6,8,0,1,2,3,0.3333,-7,0.1756,103,202,13,2.0,4,1.0,1,2,3,0.3333,0,0.5,103,202,12,2.0,3,1.0,0,0,,,,3,3,8,9.0,9.0,1.7778,8.0,150.0,2.6667,3,3,10,11.3333,5.5588,1.9412,9.5294,206.0,3.3333,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824863,2026-03-30T22:35:00+00:00,Scheduled,Oriole Park at Camden Yards,110,Baltimore Orioles,140,Texas Rangers,605135,Chris Bassitt,683004,Jack Leiter,,,,0,3,2,1,0.6667,3.6667,3.6667,0.0,3,0.6667,3.6667,3.6667,0.0,1,0.6667,,3.6667,3.6667,,,1.0,0.6667,0.6667,3.6667,3.6667,3.6667,3.6667,0.5,0,1,3,,1,2,8,6,1,3,2,1,0.6667,5.3333,4.0,1.3333,3,0.6667,5.3333,4.0,1.3333,2,,0.6667,,,5.3333,4.0,1.0,0.6667,0.6667,5.3333,4.0,5.3333,4.0,0.64,0,1,3,,0,5,8,3,1,2,1,3,0.6667,0,0.5,103,201,5,1.0,3,1.0,2,1,3,0.6667,4,0.64,103,200,4,1.0,1,0.0,0,0,,,,3,3,12,10.0,3.6,1.5,16.2,202.0,4.0,3,3,13,13.0,0.6923,1.2308,9.6923,234.0,4.3333,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824539,2026-03-30T22:40:00+00:00,Scheduled,Great American Ball Park,113,Cincinnati Reds,134,Pittsburgh Pirates,695505,Chase Burns,677952,Braxton Ashcraft,,,,0,3,2,1,0.6667,3.0,3.3333,-0.3333,3,0.6667,3.0,3.3333,-0.3333,2,0.6667,,3.0,3.3333,,,1.0,0.6667,0.6667,3.0,3.3333,3.0,3.3333,0.4475,0,1,3,,1,1,3,2,1,3,1,2,0.3333,4.3333,6.0,-1.6667,3,0.3333,4.3333,6.0,-1.6667,1,,0.3333,,,4.3333,6.0,1.0,0.3333,0.3333,4.3333,6.0,4.3333,6.0,0.3428,0,1,3,,0,1,4,3,1,2,1,3,0.6667,-1,0.4475,104,205,7,1.0,2,1.0,1,2,3,0.3333,-5,0.3428,104,205,11,2.0,5,2.0,0,0,,,,3,3,15,14.0,3.2143,1.5,9.6429,238.0,5.0,3,3,15,17.0,4.2353,1.5882,11.6471,326.0,5.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823484,2026-03-30T22:40:00+00:00,Scheduled,Citizens Bank Park,143,Philadelphia Phillies,120,Washington Nationals,592836,Taijuan Walker,656492,Foster Griffin,,,,0,3,1,2,0.3333,4.0,5.3333,-1.3333,3,0.3333,4.0,5.3333,-1.3333,-2,0.3333,,4.0,5.3333,,,0.0,0.3333,0.3333,4.0,5.3333,4.0,5.3333,0.36,0,1,3,,1,-5,3,8,0,3,2,1,0.6667,6.0,5.6667,0.3333,3,0.6667,6.0,5.6667,0.3333,1,,0.6667,,,6.0,5.6667,,0.6667,0.6667,6.0,5.6667,6.0,5.6667,0.5285,0,1,3,,0,3,6,3,1,1,2,3,0.3333,-4,0.36,104,204,10,2.0,5,2.0,2,1,3,0.6667,1,0.5285,104,204,6,1.0,4,1.0,0,0,,,,3,3,11,11.0,4.9091,1.4545,8.1818,205.0,3.6667,3,3,11,12.3333,4.3784,1.2973,7.2973,208.0,3.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823890,2026-03-30T22:40:00+00:00,Scheduled,loanDepot park,146,Miami Marlins,145,Chicago White Sox,663978,Chris Paddack,663436,Davis Martin,,,,0,3,3,0,1.0,3.3333,2.3333,1.0,3,1.0,3.3333,2.3333,1.0,3,1.0,,3.3333,2.3333,,,1.0,1.0,1.0,3.3333,2.3333,3.3333,2.3333,0.6711,0,1,3,,1,1,4,3,1,3,0,3,0.0,3.3333,9.6667,-6.3333,3,0.0,3.3333,9.6667,-6.3333,-3,,0.0,,,3.3333,9.6667,,0.0,0.0,3.3333,9.6667,3.3333,9.6667,0.1063,0,1,3,,0,-2,7,9,0,3,0,3,1.0,3,0.6711,104,204,3,0.0,1,0.0,0,3,3,0.0,-19,0.1063,103,202,15,3.0,5,2.0,0,0,,,,3,3,8,8.0,0.0,0.625,13.5,103.0,2.6667,3,3,15,13.6667,12.5122,2.7073,7.9024,309.0,5.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
822834,2026-03-30T23:07:00+00:00,Scheduled,Rogers Centre,141,Toronto Blue Jays,115,Colorado Rockies,664074,Cody Ponce,608372,Tomoyuki Sugano,,,,0,3,3,0,1.0,5.3333,3.6667,1.6667,3,1.0,5.3333,3.6667,1.6667,3,1.0,,5.3333,3.6667,,,1.0,1.0,1.0,5.3333,3.6667,5.3333,3.6667,0.679,0,1,3,,1,3,5,2,1,3,0,3,0.0,2.3333,3.3333,-1.0,3,0.0,2.3333,3.3333,-1.0,-3,,0.0,,,2.3333,3.3333,0.0,0.0,0.0,2.3333,3.3333,2.3333,3.3333,0.3289,0,1,3,,0,-1,3,4,0,3,0,3,1.0,5,0.679,103,201,2,0.0,2,0.0,0,3,3,0.0,-3,0.3289,104,203,13,3.0,3,3.0,0,0,,,,3,3,14,12.3333,4.3784,1.1351,13.1351,181.0,4.6667,3,3,9,11.6667,2.3143,1.0286,8.4857,171.0,3.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824943,2026-03-30T23:15:00+00:00,Scheduled,Truist Park,144,Atlanta Braves,133,Athletics,693821,Bryce Elder,682052,Jacob Lopez,,,,0,3,2,1,0.6667,4.3333,2.0,2.3333,3,0.6667,4.3333,2.0,2.3333,-1,0.6667,,4.3333,2.0,,,,0.6667,0.6667,4.3333,2.0,4.3333,2.0,0.8244,0,1,3,,1,-3,1,4,0,3,0,3,0.0,3.6667,5.3333,-1.6667,3,0.0,3.6667,5.3333,-1.6667,-3,,0.0,,,3.6667,5.3333,0.0,0.0,0.0,3.6667,5.3333,3.6667,5.3333,0.321,0,1,3,,0,-3,2,5,0,2,1,3,0.6667,7,0.8244,104,204,4,1.0,2,1.0,0,3,3,0.0,-5,0.321,103,200,14,3.0,5,2.0,0,0,,,,3,3,8,10.0,1.8,0.8,9.9,156.0,2.6667,3,3,10,12.3333,3.6486,1.7027,5.1081,193.0,3.3333,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824702,2026-03-30T23:40:00+00:00,Scheduled,Wrigley Field,112,Chicago Cubs,108,Los Angeles Angels,665795,Edward Cabrera,696270,Ryan Johnson,,,,0,3,1,2,0.3333,5.6667,6.0,-0.3333,3,0.3333,5.6667,6.0,-0.3333,-1,0.3333,,5.6667,6.0,,,,0.3333,0.3333,5.6667,6.0,5.6667,6.0,0.4715,0,1,3,,1,-3,3,6,0,4,2,2,0.5,6.25,5.5,0.75,4,0.5,6.25,5.5,0.75,-2,,0.5,,,6.25,5.5,,0.3333,0.5,7.3333,7.3333,6.25,5.5,0.5636,0,1,4,,0,-2,7,9,0,1,2,3,0.3333,-1,0.4715,104,205,9,2.0,4,2.0,2,2,4,0.5,3,0.5636,103,200,7,1.5,3,0.5,0,0,,,,3,3,10,12.0,3.0,1.25,6.75,182.0,3.3333,4,4,14,15.0,3.0,1.6,9.0,274.0,3.5,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823809,2026-03-30T23:40:00+00:00,Scheduled,American Family Field,158,Milwaukee Brewers,139,Tampa Bay Rays,690986,Kyle Harrison,607259,Nick Martinez,,,,0,3,3,0,1.0,9.6667,3.3333,6.3333,3,1.0,9.6667,3.3333,6.3333,3,1.0,,9.6667,3.3333,,,,1.0,1.0,9.6667,3.3333,9.6667,3.3333,0.8937,0,1,3,,1,2,9,7,1,3,1,2,0.3333,7.6667,7.3333,0.3333,3,0.3333,7.6667,7.3333,0.3333,1,,0.3333,,,7.6667,7.3333,0.0,0.3333,0.3333,7.6667,7.3333,7.6667,7.3333,0.5222,0,1,3,,0,4,11,7,1,3,0,3,1.0,19,0.8937,104,205,1,0.0,1,0.0,1,2,3,0.3333,1,0.5222,103,201,11,2.0,5,2.0,0,0,,,,3,3,12,14.6667,0.6136,0.8864,15.3409,224.0,4.0,3,3,11,10.3333,11.3226,2.2258,6.9677,202.0,3.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823080,2026-03-30T23:45:00+00:00,Scheduled,Busch Stadium,138,St. Louis Cardinals,121,New York Mets,681517,Kyle Leahy,605280,Clay Holmes,,,,0,3,2,1,0.6667,7.3333,7.6667,-0.3333,3,0.6667,7.3333,7.6667,-0.3333,-1,0.6667,,7.3333,7.6667,,,1.0,0.6667,0.6667,7.3333,7.6667,7.3333,7.6667,0.4778,0,1,3,,1,-4,7,11,0,3,2,1,0.6667,6.0,4.3333,1.6667,3,0.6667,6.0,4.3333,1.6667,-1,0.6667,,6.0,4.3333,,,0.0,0.6667,0.6667,6.0,4.3333,6.0,4.3333,0.6572,0,1,3,,1,-1,3,4,0,2,1,3,0.6667,-1,0.4778,104,205,8,1.0,3,1.0,2,1,3,0.6667,5,0.6572,104,204,5,1.0,3,1.0,0,0,,,,3,3,14,13.0,10.3846,2.4615,6.2308,264.0,4.6667,3,3,12,14.6667,2.4545,1.4318,7.9773,240.0,4.0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
824214,2026-03-31T00:10:00+00:00,Scheduled,Daikin Park,117,Houston Astros,111,Boston Red Sox,621121,Lance McCullers Jr.,624133,Ranger Suarez,,,,0,4,2,2,0.5,5.5,6.25,-0.75,4,0.5,5.5,6.25,-0.75,2,0.5,,5.5,6.25,,,,0.6667,0.5,7.3333,7.3333,5.5,6.25,0.4364,1,0,4,,1,2,9,7,1,3,1,2,0.3333,3.3333,3.0,0.3333,3,0.3333,3.3333,3.0,0.3333,-2,,0.3333,,,3.3333,3.0,0.0,0.3333,0.3333,3.3333,3.0,3.3333,3.0,0.5525,1,0,3,,0,-1,2,3,0,2,2,4,0.5,-3,0.4364,103,200,8,1.5,4,0.5,1,2,3,0.3333,1,0.5525,103,201,10,2.0,4,2.0,0,0,,,,4,4,15,18.3333,4.9091,1.4727,12.7636,361.0,3.75,3,3,11,12.0,2.25,1.3333,10.5,204.0,3.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
823320,2026-03-31T01:40:00+00:00,Scheduled,Petco Park,135,San Diego Padres,137,San Francisco Giants,621111,Walker Buehler,694738,Landen Roupp,,,,0,3,1,2,0.3333,2.3333,4.3333,-2.0,3,0.3333,2.3333,4.3333,-2.0,1,0.3333,,2.3333,4.3333,,,,0.3333,0.3333,2.3333,4.3333,2.3333,4.3333,0.2248,1,0,3,,1,3,3,0,1,3,0,3,0.0,0.3333,4.3333,-4.0,3,0.0,0.3333,4.3333,-4.0,-3,0.0,,0.3333,4.3333,,,,0.0,0.0,0.3333,4.3333,0.3333,4.3333,0.0059,2,0,3,,1,-2,1,3,0,1,2,3,0.3333,-6,0.2248,104,203,12,2.0,2,2.0,0,3,3,0.0,-12,0.0059,104,203,15,3.0,5,3.0,0,0,,,,3,3,10,13.0,4.1538,1.2308,9.6923,217.0,3.3333,3,3,14,12.6667,1.4211,0.9474,9.2368,185.0,4.6667,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,
